pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
6948477,3,1,1,1,21,20,21,0,0,1,6,6,4,4,1,1,1,1,3,3,1,1,1,1,1,2,2,2,1,1,1,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,4,4,1,4,4,1,1,2,1,0,25,1000,17,1,17,1,4,1,1,3
4070519,3,4,0,1,68,20,68,0,0,1,43,43,0,0,7,7,0,0,33,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,0,105,15,0,15,2,1,1,5,1,2,1
1169831,3,1,1,1,8,5,8,0,0,1,12,12,6,6,1,1,1,1,12,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
5825582,3,1,1,1,6,6,6,0,0,1,2,2,4,4,1,1,2,2,2,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,1,1,1,3
7875001,3,1,1,1,18,15,18,0,0,1,35,35,0,0,2,2,0,0,31,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,1,0,1,1,2,1
6613034,2,4,1,1,7,8,7,0,0,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,22,0,0,0,0,0,0,1,2,3
5820861,1,1,1,1,9,8,9,0,0,1,9,9,9,9,1,1,2,2,9,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,15,0,10,0,1,2,2,1,2,1
3872058,3,3,3,1,19,3,7,5,7,1,3,3,0,0,1,1,0,0,5,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
7893001,3,1,1,1,5,3,5,0,0,1,1,1,2,2,1,1,1,1,2,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
1952684,3,2,2,1,38,10,38,0,0,1,0,0,20,20,0,0,1,1,0,21,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
8227333,3,1,1,1,6,3,6,0,0,1,16,16,16,16,2,2,2,2,16,16,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,2,1,1,2,1
3505595,3,2,2,1,14,2,10,4,0,1,6,6,0,0,1,1,0,0,3,0,1,2,2,1,1,2,1,9,9,1,2,9,2,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,1,1,2,2
3670427,3,1,1,1,19,1,19,0,0,1,0,0,11,11,0,0,1,1,0,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,7,0,0,0,0,0,1,1,2,1
7169443,3,1,1,1,11,5,11,0,0,1,0,0,18,18,0,0,3,3,0,21,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,1,0,1,1,2,1
9277942,3,2,2,1,16,7,10,6,0,1,12,12,12,12,1,1,1,1,6,12,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,1,0,1,1,2,1
6905546,3,2,2,1,18,2,18,0,0,1,0,0,1,1,0,0,1,1,0,7,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,0,1,1,2,1
7176369,3,2,2,1,22,2,22,0,0,1,5,5,0,0,1,1,0,0,6,0,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
3789650,2,1,1,1,10,10,10,0,0,1,2,2,2,2,1,1,2,2,3,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,1,0,0,0,1,2,3
2430698,2,1,1,1,14,3,14,0,0,1,3,3,6,6,1,1,1,1,8,0,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,2,9,0,0,0,5,5,1,1,2,2
1848058,1,1,1,1,6,6,6,0,0,1,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,4,0,4,1,0,0,1,1,2,3
4057999,2,1,1,1,14,8,14,0,0,1,0,0,3,3,0,0,1,1,0,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,4,4,4,4,1,4,4,2,1,0,0,2,0,0,1,0,1,2,1,2,3
8865463,1,2,2,1,30,32,30,0,0,1,13,13,22,22,1,1,1,1,21,23,1,1,1,1,2,2,2,1,1,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,61,0,55,1,23,2,5,1,1,1
6294022,2,1,1,1,5,3,5,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,1,0,1,1,2,3
4428561,1,1,1,1,26,9,26,0,0,1,12,12,3,3,1,1,1,1,15,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,2,1,1,0,0,11,0,0,1,1,1,2,1,2,3
2804709,2,2,2,1,34,45,34,0,0,1,0,0,24,24,0,0,2,2,0,26,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,1,4,3,1,1,2,2,6,0,0,1,0,1,3,1,2,1
3503476,2,4,4,1,42,10,42,0,0,1,15,15,10,10,11,11,10,10,26,20,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,1,20,0,3,1,2,2,2,1,1,1
2381797,3,6,1,1,39,33,39,0,0,1,3,3,25,25,1,1,1,1,4,26,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,60,12,0,10,2,5,2,4,1,2,1
2168136,3,2,2,1,34,14,34,0,0,1,10,10,15,15,1,1,1,1,11,16,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,176,33,1000,0,0,23,0,4,1,1,3
6148875,3,3,3,1,43,17,43,0,0,1,1,1,1,1,1,1,1,1,10,10,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,63,33,0,28,3,5,3,3,1,1,1
3015396,3,6,0,1,20,16,20,0,0,1,16,16,0,0,3,3,0,0,19,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,0,22,3,0,11,0,0,3,3,1,2,1
1213460,3,4,4,1,25,21,15,10,0,1,0,0,23,23,0,0,3,3,0,26,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,1,1,4,4,1,4,1,1,1,0,30,33,0,0,1,1,2,3,1,2,1
6199934,1,3,1,1,65,36,65,0,0,1,35,35,45,45,1,1,1,1,23,45,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,1,1,1,1,9,5,0,65,0,5,1,27,3,14,1,2,1
6174435,1,4,4,1,74,32,74,0,0,1,15,15,15,15,15,15,15,15,32,16,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,5,0,119,0,106,4,44,44,8,1,2,1
9706315,1,1,1,1,51,33,51,0,0,1,3,3,3,3,3,3,3,3,12,13,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,1,4,1,1,1,9,3,0,78,0,0,2,39,1,16,1,1,1
3367646,3,4,4,1,48,26,48,0,0,1,30,30,22,22,3,3,1,1,50,22,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,2,2,2,4,4,1,1,1,1,5,130,0,48,1,24,5,10,1,1,1
5853174,3,3,1,1,30,18,30,0,0,1,0,0,24,24,0,0,2,2,0,26,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,4,4,4,2,4,2,1,4,1,1,1,0,39,4,0,10,1,1,1,1,1,2,1
1170340,3,1,0,1,33,15,33,0,0,1,40,40,40,40,8,8,8,8,40,40,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,1,4,4,1,1,1,39,4,0,0,1,1,2,4,1,1,1
3569188,3,3,3,1,18,24,18,0,0,1,11,11,0,0,1,1,0,0,14,0,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,4,4,4,1,4,4,4,3,4,1,1,1,26,11,0,1,3,3,4,8,1,2,1
6616979,3,1,1,1,23,19,16,7,0,1,0,0,13,13,0,0,7,7,0,18,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,1,1,2,1,2,1
6297969,3,2,2,1,13,14,13,0,0,1,10,10,10,10,1,1,1,1,11,11,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,7,0,7,0,1,0,1,1,2,3
5546834,3,1,1,1,18,8,18,0,0,1,12,12,0,0,1,1,0,0,3,0,1,2,2,1,1,2,2,9,9,1,2,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,10,0,0,0,1,1,2,1
3462407,3,1,1,1,11,7,11,0,0,1,3,3,3,3,1,1,1,1,3,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,1,2,0,0,0,1,1,0,1,2,1
7396732,3,1,1,1,15,4,15,0,0,1,20,20,0,0,3,3,0,0,11,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,10,0,1,1,1,1,2,1
8993304,3,2,1,1,8,1,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,0,1,1,2,3
1653829,3,1,1,1,40,25,18,2,20,1,0,0,11,11,0,0,1,1,0,8,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,0,1,1,2,1
3077418,3,2,2,1,19,18,19,0,0,1,17,11,0,0,1,1,0,0,23,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
6926419,3,1,1,1,6,3,6,0,0,1,0,0,3,3,0,0,1,1,0,3,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,0,1,1,2,1
5774300,3,2,2,1,27,12,22,5,0,1,0,0,10,10,0,0,3,3,0,1,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,40,1,0,1,0,1,1,1,1,2,1
1300949,3,3,3,1,39,10,39,0,0,1,32,32,0,0,1,1,0,0,12,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
5382156,3,1,1,1,11,3,11,0,0,1,0,0,12,12,0,0,2,2,0,6,1,2,2,1,2,1,2,9,9,1,9,1,9,1,1,1,2,1,2,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
1442705,3,2,2,1,33,6,27,6,0,1,18,18,0,0,3,3,0,0,18,0,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,3,1,1,1,2,2
6838005,3,1,1,1,16,4,16,0,0,1,0,0,25,25,0,0,4,4,0,12,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,2,1,2,1
6912015,2,1,1,1,5,3,5,0,0,1,2,2,2,2,1,1,1,1,4,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,1,0,0,1,2,3
8291565,3,1,1,1,8,19,8,0,0,1,10,10,0,0,2,2,0,0,5,0,1,2,1,1,2,1,1,9,2,1,9,2,2,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,15,0,1,0,0,1,1,0,5,1,1,1
5811589,2,1,1,1,11,9,11,0,0,1,5,5,5,5,1,1,1,1,5,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,10,0,5,10,0,0,5,1,1,3
8500554,3,1,1,1,10,15,10,0,0,1,0,0,2,2,0,0,1,1,0,2,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,2,1,1,1
7088728,1,1,1,1,88,76,88,0,0,1,34,34,30,30,5,5,4,4,66,10,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,1,1,1,1,9,0,0,191,0,65,2,64,65,11,1,1,1
8150800,1,2,2,1,43,29,43,0,0,1,32,32,32,32,10,10,8,8,40,40,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,2,1,4,4,1,1,9,3,0,81,0,2,0,12,3,9,1,1,1
4466661,1,3,3,1,25,10,25,0,0,1,9,9,9,9,1,1,1,1,10,10,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,0,0,95,0,95,3,25,25,6,1,1,3
8124400,2,1,1,1,18,30,18,0,0,1,6,6,6,6,1,1,1,1,7,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,9,0,0,30,0,0,1,0,1,1,1,2,3
2362741,3,5,2,1,46,12,44,2,0,1,20,20,0,0,2,2,0,0,20,0,1,2,1,1,1,2,2,9,2,1,1,9,9,1,1,1,3,1,2,1,1,9,1,1,1,1,4,4,4,4,4,2,4,4,4,1,1,0,88,6,0,1,5,0,2,5,1,2,1
8633291,3,2,1,1,24,8,24,0,0,1,14,14,0,0,2,2,0,0,16,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,4,4,4,4,4,4,4,1,1,0,31,5,0,11,1,3,1,4,1,2,1
7566307,3,1,1,1,11,5,11,0,0,1,0,0,3,3,0,0,2,2,0,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
9924775,1,1,1,1,6,6,6,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3
2701987,2,1,1,1,7,6,7,0,0,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,2,9,1,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,0,0,0,1,1,1,1,1
4730764,1,3,3,1,27,7,27,0,0,1,4,4,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,20,0,2,0,2,1,2,1,1,1
5238205,2,1,1,1,72,12,72,0,0,1,3,3,3,3,1,1,1,1,3,4,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,0,1,168,72,60,1,60,77,13,1,1,1
7558495,3,1,1,1,11,5,0,11,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,1,0,0,2,1,2,3
7155634,2,2,2,1,10,10,10,0,0,1,3,3,3,3,1,1,1,1,2,2,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,5,0,1,0,1,1,1,3
2520527,2,2,2,1,33,6,33,0,0,1,8,8,8,8,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,1,35,0,0,0,6,5,7,1,2,3
5353082,2,1,1,1,33,21,33,0,0,1,3,3,3,3,1,1,1,1,4,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,1,1,1,2,3
1172445,1,1,1,1,9,8,9,0,0,1,1,1,3,3,1,1,0,0,3,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,1,0,1,1,2,3
3707372,1,1,0,1,10,10,10,0,0,1,3,3,3,3,3,3,3,3,3,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,2,1,1,1,1,3
1492635,1,2,2,1,18,8,18,0,0,1,4,4,4,4,4,4,4,4,8,8,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,22,0,0,0,1,1,3,1,1,1
6047031,2,1,1,1,5,3,5,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,0,1,1,2
1328444,2,1,1,1,7,3,7,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3
1025908,2,1,1,1,5,7,5,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,0,0,0,1,1,3
7507730,1,1,1,1,31,10,31,0,0,1,6,6,5,5,1,1,1,1,6,8,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,1,1,1,3,1,2,3
2048234,3,1,1,1,19,3,15,4,0,1,11,11,0,0,3,3,0,0,12,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,1,0,2,1,2,1
2081088,3,1,1,1,6,4,6,0,0,1,1,1,1,1,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,1,5,0,1,1,2,1
4178337,3,2,0,1,7,5,3,4,0,1,3,3,3,3,1,1,1,1,4,4,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,11,0,0,0,1,0,1,1,2,1
7089297,1,1,1,1,14,6,14,0,0,1,4,4,3,3,1,1,1,1,3,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,17,0,0,1,11,1,2,1,2,1
9534219,1,1,1,1,10,9,10,0,0,1,9,9,9,9,1,1,1,1,18,10,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,2,1,2,5,2,1,2,1
4529001,1,1,1,1,9,7,9,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,4,0,1,1,1,1,2,1
2828088,2,1,1,1,24,21,24,0,0,1,5,5,5,5,1,1,1,1,15,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,1,1,1,1,3,1,1,1
4321856,3,2,2,1,30,36,30,0,0,1,17,17,26,26,3,3,3,3,21,26,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,0,42,15,0,2,1,1,1,3,1,1,1
3491217,3,1,0,1,55,93,55,0,0,1,30,30,0,0,7,7,0,0,37,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,1,1,1,4,4,4,1,1,0,90,4,0,4,0,4,3,3,1,2,1
9720232,3,3,2,1,25,44,25,0,0,1,20,20,0,0,3,3,0,0,24,0,1,1,2,1,1,2,2,1,9,1,1,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,4,4,4,2,2,1,4,4,1,1,1,0,36,2,0,0,1,0,1,2,1,2,1
7660713,3,4,4,1,60,19,60,0,0,1,20,20,21,21,8,8,9,9,16,30,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,1,1,4,1,1,0,78,15,0,0,1,3,2,4,1,1,1
8927124,1,2,2,1,29,12,29,0,0,1,7,7,5,5,1,1,1,1,4,6,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,2,0,41,20,10,1,17,1,6,1,1,3
5122416,1,1,1,1,30,15,30,0,0,1,6,6,6,6,1,1,1,1,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,3,3,1,1,9,3,6,60,0,0,1,15,12,4,1,1,1
2771111,1,1,1,1,82,46,82,0,0,1,22,22,16,16,2,2,2,2,22,16,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,38,0,252,52,92,1,82,92,30,1,2,1
6945561,1,1,1,1,35,12,35,0,0,1,12,12,12,12,1,1,1,1,13,13,1,1,1,1,2,2,1,1,1,1,9,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,2,2,2,2,2,2,1,9,10,0,25,0,0,0,0,0,5,1,1,2
8326700,1,1,1,1,34,19,34,0,0,1,7,7,11,11,1,1,1,1,20,12,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,3,0,44,65,0,0,7,1,4,1,1,3
