_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
1525,1708198,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,012-E Patpar Ganj,,,1,3,1,5,5,110091,2,2,3,0,2,19,0,0,0,0,0,1,2,9,229,1,1,0,53,27,0,0
1526,6632658,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,021-S Hastsal,,,1,3,1,5,5,110043,2,2,3,0,2,19,4,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
1527,4700838,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,047-S Dwarka-C,,,1,3,1,5,3,110077,2,2,3,0,2,19,4,0,0,0,0,1,1,2,211,1,25,27,0,0,0,0
1528,4115982,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,012-S Keshopur,,,1,1,1,5,3,110018,2,1,3,0,2,4,19,0,0,0,0,1,2,2,228,1,0,0,10,0,0,0
1529,9263274,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,093-N Paharganj,,,1,3,1,5,3,110055,2,2,3,0,2,19,0,0,0,0,0,1,1,2,220,1,7,19,0,0,0,0
1530,5824821,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,027-E Raghubarpura,,,1,3,1,5,3,110031,2,2,3,0,2,4,0,0,0,0,0,1,1,2,221,1,32,26,1,0,0,0
1531,5759095,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,050-E Babarpur,,,1,3,1,5,3,110032,2,2,3,0,2,4,19,0,0,0,0,1,1,2,224,1,9,17,0,0,0,0
1532,2490311,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,058-N Rohini-G,,,3,3,1,12,5,110085,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,58,50,4,6,0,0
1533,7100558,DELHI,SOUTH WEST B-I,2,,,,,10,3,9,12,1,110075,2,2,3,0,2,19,0,0,0,2,2,1,9,9,222,1,0,0,0,0,0,0
1534,7185329,DELHI,SOUTH EAST,2,,,,,3,1,1,12,1,110044,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,17,0,3,0,1,0
1535,6073318,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,090-S Kalkaji,,,3,3,1,12,1,110019,2,2,3,0,2,19,0,0,0,1,1,1,2,2,220,1,0,0,0,0,0,0
1536,8838043,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,092-N Karol Bagh,,,3,3,1,12,1,110005,2,2,3,0,2,4,0,0,0,1,1,1,1,2,220,1,15,5,1,0,0,0
1537,6757236,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,RAM PURA,,,3,3,1,12,1,110035,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,0,0,0,0,0
1538,1668644,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,062-N Shalimar Bagh -North,,,5,1,6,12,1,110088,2,2,3,0,2,4,19,0,0,1,1,1,9,9,228,1,0,0,0,0,0,0
1539,6498803,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,035-N Kanjhawala,,,3,3,1,12,5,110081,2,2,3,0,1,19,0,0,0,1,1,1,1,9,220,1,23,18,0,0,0,0
1540,3025772,DELHI,SOUTH EAST,2,New Delhi Municipal Council-NCT Municipal Council,ward-1,,,3,3,1,12,4,110003,2,2,3,0,2,4,0,0,0,1,1,1,2,2,220,1,0,0,0,0,0,0
1541,1962761,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,SHASTRI PARK,,,5,1,6,12,4,110031,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1542,4523854,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,028-S Uttam Nagar,,,5,1,6,12,1,110059,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1543,2233958,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,064-S Vasant Nagar,,,3,3,1,12,1,110057,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,20,15,0,0,0,0
1544,2311627,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,050-E Babarpur,,,1,2,1,5,3,110032,2,1,3,0,2,4,19,0,0,0,0,1,1,2,224,1,0,27,0,0,0,0
1545,3200941,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,007-S Vishnu Garden,,,1,1,1,5,3,110018,2,2,3,0,2,4,19,0,0,0,0,1,2,2,228,1,0,0,29,0,0,0
1546,3214905,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,1,2,1,5,3,110073,2,2,3,0,2,4,0,0,0,0,0,1,1,2,210,1,0,13,0,0,0,0
1547,6064086,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,055-N Mangol Puri-B,,,1,2,1,5,3,110083,2,1,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,24,0,0,0,0
1548,4539980,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,1,3,1,5,5,110082,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,1,1,0,0
1549,7368644,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,044-S Roshanpura,,,1,3,1,5,5,110043,2,2,3,0,2,19,0,0,0,0,0,1,1,9,210,1,15,19,7,5,0,0
1550,7799203,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation,044-S,,,1,3,1,5,5,110043,2,2,3,0,2,19,0,0,0,0,0,1,1,9,225,1,13,11,0,0,0,0
1551,8040314,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,031-S Sagarpur-West,,,2,3,1,8,5,110046,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,3,0,0,0
1552,7964574,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,013-S Tilak Nagar,,,2,3,1,8,5,110018,2,2,3,0,1,19,0,0,0,0,0,1,1,9,204,1,11,11,5,7,0,0
1553,2704625,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,059-E Nehru Vihar,,,2,3,1,8,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,230,1,0,0,0,1,0,0
1554,9998323,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,056-E Shiv Vihar,,,2,3,1,8,5,110094,2,1,3,0,2,19,0,0,0,0,0,1,2,9,230,1,0,0,1,1,0,0
1555,1041109,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,055-E Harsh Vihar,,,6,3,1,10,5,110094,2,2,3,0,2,19,0,0,0,1,0,1,1,9,228,1,25,15,0,0,0,0
1556,4441739,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,091-S Govind Puri,,,5,3,6,12,1,110019,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1557,6387359,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,036-E Ashok Nagar,,,3,3,1,12,1,110093,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,13,18,3,4,1,4
1558,7792341,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,006-E Gharoli,,,5,2,6,12,1,110096,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1559,8372747,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,079-S Madangir,,,5,3,6,12,1,110062,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1560,3186119,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,083-N Civil Lines,,,3,3,1,12,5,110054,2,2,3,0,1,19,0,0,0,1,1,1,1,9,220,1,128,131,1,2,0,0
1561,7361260,DELHI,SOUTH WEST A,2,New Delhi Municipal Council-NCT Municipal Council,ward-1,,,5,3,6,12,1,110023,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1562,2783851,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,096-N Ranjit Nagar,,,5,1,6,12,1,110008,2,2,1,2,2,4,19,0,0,1,1,1,9,9,230,1,0,0,0,0,0,0
1563,4581152,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,077-N Model Town,,,3,3,1,12,5,110009,2,2,3,0,2,19,0,0,0,1,1,1,1,9,233,1,104,84,7,4,0,0
1564,6607551,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,052-S Mahavir Enclave,,,3,3,1,12,5,110045,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,11,5,44,24,0,0
1565,5580076,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,100-N Moti Nagar,,,1,3,1,5,5,110015,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,3,0,0
1566,3218566,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,007-N Burari,,,2,3,1,8,5,110036,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,43,41,0,0,0,0
1567,6462769,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,082-S Tughlakabad Extension,,,2,3,1,8,5,110019,2,2,3,0,2,19,4,18,14,0,0,1,1,9,220,1,36,28,0,0,0,0
1568,6492956,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,042-S Dichaon Kalan,,,2,3,1,8,5,110043,2,2,3,0,2,19,0,0,0,0,0,1,1,9,230,1,58,45,0,1,2,2
1569,6822580,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,052-E Joharipur,,,1,3,1,5,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
1570,5262888,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,036-E Ashok Nagar,,,1,3,1,5,5,110093,2,2,3,0,2,19,0,0,0,0,0,1,2,9,235,1,0,0,1,2,0,0
1571,6488971,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,076-S Deoli,,,2,3,1,8,5,110062,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,12,13,49,65,0,0
1572,5770125,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,046-E Ghonda,,,2,3,1,8,5,110053,2,2,3,0,2,19,0,0,0,0,0,1,2,9,223,1,0,0,1,0,0,0
1573,3555439,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,099-S Om Vihar,,,2,3,1,8,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,1,9,227,1,16,11,0,0,0,0
1574,7148241,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,029-S Bindapur,,,1,2,1,5,3,110059,2,1,3,0,2,4,19,0,0,0,0,1,1,2,220,1,0,40,0,7,0,0
1575,1227715,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,TRI NAGAR,,,1,2,1,5,3,110034,2,1,3,0,2,4,19,0,0,0,0,1,1,2,228,1,0,18,0,0,0,0
1576,4331358,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,032-N Rohini C,,,1,3,1,5,3,110042,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,69,59,0,0,1,0
1577,4398151,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,079-N Shastri Nagar,,,1,2,1,5,3,110052,2,1,3,0,2,4,0,0,0,0,0,1,1,2,210,1,0,15,0,0,0,0
1578,2637703,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,044-S Roshanpura,,,1,1,1,5,3,110043,2,1,3,0,2,4,19,0,0,0,0,1,2,2,223,1,0,0,26,0,0,0
1579,3345199,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,050-N Peera Garhi,,,1,2,1,5,3,110087,2,2,3,0,2,4,19,0,0,0,0,1,1,2,226,1,0,47,0,0,0,0
1580,8806374,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,006-E Gharoli,,,1,1,1,5,3,110096,2,2,3,0,2,4,0,0,0,0,0,1,2,2,211,1,0,0,7,0,0,0
1581,6926947,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,004-N Holambi Khurd,,,1,3,1,5,3,110082,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,10,2,0,0,0,0
1582,5975362,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,065-N Saraswati Vihar,,,1,3,1,5,3,110056,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,12,9,0,3,0,0
1583,9421478,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,SHASTRI PARK,,,4,2,6,8,4,110031,2,2,3,0,1,4,0,0,0,0,0,1,9,9,220,1,0,0,0,0,0,0
1584,4190971,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,084-S Sangam Vihar-D,,,2,3,1,8,5,110062,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,16,16,0,0
1585,6041025,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,058-E Mustafabad,,,2,3,1,8,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,238,1,0,0,0,0,0,0
1586,3414648,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,094-S Pul Pehladpur,,,2,3,1,8,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
1587,7599747,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,021-E Krishna Nagar,,,6,3,1,10,5,110051,2,2,3,0,2,19,0,0,0,1,0,1,1,9,220,1,18,15,9,6,0,0
1588,7392862,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,039-S Chhawla,,,6,3,1,10,5,110071,2,2,3,0,2,19,0,0,0,1,0,1,1,9,233,1,5,4,1,0,0,0
1589,5810589,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,5,3,6,12,93,110039,2,2,1,10,2,4,19,0,0,1,1,1,9,9,250,1,0,0,0,0,0,0
1590,6966892,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,092-N Karol Bagh,,,3,3,1,12,1,110005,2,2,3,0,2,4,0,0,0,1,1,1,2,2,220,1,0,0,4,4,0,0
1591,5829368,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,043-E Gautam Puri,,,10,3,9,12,1,110053,2,2,3,0,2,19,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1592,4739077,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,3,3,1,12,1,110073,2,2,3,0,2,4,19,0,0,1,1,1,1,2,225,1,7,9,0,0,0,0
1593,2384965,DELHI,SOUTH EAST,2,,,,,3,3,1,12,1,110076,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,8,10,1,2,0,0
1594,7531691,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,013-S Tilak Nagar,,,3,3,1,12,5,110018,2,2,3,0,2,19,0,0,0,1,1,1,1,9,228,1,27,13,5,9,0,0
1595,8710526,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,068-N Kohat Enclave,,,3,3,1,12,5,110034,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,20,14,1,0,0,0
1596,8181807,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,043-S Najafgarh,,,6,3,1,10,5,110043,2,2,3,0,2,19,0,0,0,1,0,1,1,9,220,1,17,14,4,3,0,0
1597,8260367,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,102-N Rajinder Nagar,,,7,1,6,10,4,110060,2,2,3,0,2,19,0,0,0,1,0,1,9,9,217,1,0,0,0,0,0,0
1598,3124586,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,084-N Chandni Chowk,,,5,2,6,12,4,110006,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1599,9994472,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,10,3,9,12,1,110063,2,2,3,0,2,19,4,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1600,1209906,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,024-S Bapraula,,,5,2,6,12,1,110043,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1601,8532266,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,095-S Badarpur,,,5,1,6,12,1,110044,2,2,3,0,2,4,19,0,0,1,1,1,9,9,226,1,0,0,0,0,0,0
1602,9938237,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,037-S Matiala,,,5,3,6,12,1,110075,2,2,3,0,2,4,19,0,0,1,1,1,9,9,224,1,0,0,0,0,0,0
1603,1166000,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,3,3,1,12,1,110056,2,2,3,0,2,4,19,0,0,1,1,1,1,2,250,1,38,32,0,0,0,0
1604,9386667,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,047-S Dwarka-C,,,1,1,1,5,3,110077,2,2,3,0,2,4,19,0,0,0,0,1,1,2,210,1,27,0,0,0,0,0
1605,4574082,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,100-N Moti Nagar,,,1,2,1,5,3,110015,2,1,3,0,2,4,0,0,0,0,0,1,1,2,220,1,0,9,0,0,0,0
1606,3529509,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,045-S Isapur,,,1,3,1,5,3,110073,2,2,3,0,2,4,0,0,0,0,0,1,1,2,222,1,6,6,0,0,0,0
1607,5485061,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,TUGHLAKABAD,,,1,2,1,5,3,110044,2,2,3,0,2,4,19,0,0,0,0,1,1,2,223,1,0,20,0,0,0,0
1608,5295828,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,018-N Dhirpur,,,1,3,1,5,3,110009,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,17,27,2,1,0,0
1609,6138863,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,085-S Sangam Vihar-E,,,1,3,1,5,5,110062,2,2,3,0,2,19,4,0,0,0,0,1,2,9,220,1,2,1,53,40,0,0
1610,4139966,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,088-N Delhi Gate,,,1,3,1,5,5,110002,2,2,3,0,2,19,0,0,0,0,0,1,1,9,210,1,14,10,0,0,0,0
1611,6143480,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,050-E Babarpur,,,1,3,1,5,5,110053,2,2,3,0,1,19,0,0,0,0,0,1,2,9,225,1,0,0,0,0,0,0
1612,1013582,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,022-E Anarkali,,,1,3,1,5,5,110051,2,2,3,0,2,19,0,0,0,0,0,1,1,9,225,1,29,24,4,3,0,0
1613,1782942,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,023-N Samaypur Badli,,,2,3,1,8,5,110042,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,29,28,0,0
1614,6691567,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,027-S Nawada,,,2,3,1,8,5,110059,2,2,3,0,2,19,0,0,0,0,0,1,1,9,218,1,9,9,11,3,0,0
1615,1730794,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,041-S Gopal Nagar,,,2,3,1,8,5,110072,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,2,0,1,0,2,4
1616,1233559,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,019-N Sarup Nagar,,,2,3,1,8,5,110042,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,1,0,0,0
1617,7724362,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,036-E Ashok Nagar,,,2,3,1,8,5,110093,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,34,22,9,5,0,0
1618,3840990,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,RAM PURA,,,2,3,1,8,5,110035,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,41,22,2,3,0,0
1619,8336684,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,077-S Sangam Vihar-A,,,2,3,1,8,5,110062,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,1,0,0,0
1620,4167349,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,028-N Rithala,,,6,3,1,10,5,110086,2,2,3,0,2,19,0,0,0,1,0,1,1,9,220,1,39,38,2,2,1,0
1621,7029421,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,092-N Karol Bagh,,,3,2,1,12,4,110005,2,1,3,0,2,4,0,0,0,1,1,1,2,2,222,1,0,1,0,0,0,0
1622,9412161,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,058-E Mustafabad,,,3,3,1,12,5,110094,2,2,3,0,2,4,19,0,0,1,1,1,2,9,220,1,0,0,0,1,0,0
1623,3222478,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,SAINIK ENCLAVE,,,3,3,1,12,5,110059,2,2,3,0,2,19,0,0,0,1,1,1,1,9,223,1,47,42,2,1,0,0
1624,8242980,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,3,3,1,12,1,110039,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,19,48,2,3,0,0
1625,9065316,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,029-N Nangal Thakran,,,6,3,1,10,5,110039,2,2,3,0,2,4,19,0,0,1,0,1,1,9,227,1,20,22,5,2,0,0
1626,3159398,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,093-N Paharganj,,,5,1,6,12,4,110055,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
1627,1948506,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,012-N Timarpur,,,3,3,1,12,5,110054,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,32,13,2,2,0,0
1628,6128203,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,DALLUPURA,,,3,3,1,12,5,110096,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,43,35,0,0,0,0
1629,4761509,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,015-S Janakpuri West,,,3,3,1,12,5,110058,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,60,57,1,0,0,0
1630,6724082,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,060-S Kotla Mubarakpur,,,1,3,1,5,3,110003,2,2,3,0,2,4,0,0,0,0,0,1,1,2,223,1,9,11,8,4,0,0
1631,6268113,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,095-S Badarpur,,,1,3,1,5,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,6,6,5,3,0,0
1632,7868171,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,040-E Maujpur,,,1,3,1,5,5,110053,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,8,10,14,1,0,0
1633,1996522,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,037-E Ram Nagar,,,1,3,1,5,5,110032,2,2,3,0,2,19,0,0,0,0,0,1,1,9,224,1,4,1,0,0,0,0
1634,6618635,DELHI,NORTH WEST A,2,,,,,1,3,1,5,5,110042,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,9,11,0,0,0,0
1635,9501294,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,011-N Mukund Pur,,,1,3,1,5,5,110084,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,1,0,0
1636,7543877,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,057-S Lajpat Nagar,,,1,3,1,5,5,110024,2,2,3,0,2,19,0,0,0,0,0,1,2,9,216,1,0,0,0,1,0,1
1637,6495462,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,060-E Sonia Vihar,,,1,3,1,5,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,241,1,0,0,2,1,0,0
1638,6742795,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,062-S Hauz Khas,,,1,3,1,5,5,110049,2,2,3,0,2,19,0,0,0,0,0,1,2,9,238,1,0,0,1,0,0,0
1639,1010863,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,008-N Jharoda,,,2,3,1,8,5,110084,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
1640,9981361,DELHI,SOUTH WEST B-II,2,South Delhi Municipal Corporation-Municipal Corporations,040-S Ghuman Hera,,,1,3,1,5,3,110043,2,2,3,0,2,4,0,0,0,0,0,1,1,2,226,1,2,6,0,0,0,0
1641,7669472,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,3,1,5,3,110093,2,2,3,0,2,4,0,0,0,0,0,1,1,2,231,1,25,30,4,0,0,0
1642,2167344,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,1,2,1,5,3,110091,2,1,3,0,2,4,19,0,0,0,0,1,1,2,223,1,0,34,0,0,0,0
1643,2797271,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,083-S Sangam Vihar-C,,,1,2,1,5,3,110080,2,1,3,0,2,4,19,0,0,0,0,1,2,2,216,1,0,0,0,1,0,0
1644,2896547,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,032-E Nand Nagri,,,1,1,1,5,3,110093,2,2,3,0,2,4,19,0,0,0,0,1,2,2,223,1,0,0,35,0,0,0
1645,3485631,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,060-E Sonia Vihar,,,1,3,1,5,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,225,1,0,0,0,0,0,0
